Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,176,77,61206,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916
CPU,YD299XAZAFWOF,AMD,Ryzen TR 2990WX,177,76.9,2351,https://cpu.userbenchmark.com/SpeedTest/560423/AMD-Ryzen-Threadripper-2990WX-32-Core-Processor
CPU,,Intel,Xeon X5690,178,76.7,3051,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR-XeonR-CPU-----------X5690----347GHz
CPU,,Intel,Xeon W3680,179,76.7,1385,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR-XeonR-CPU-----------W3680----333GHz
CPU,,Intel,Xeon E3-1270 v3,180,76.7,938,https://cpu.userbenchmark.com/SpeedTest/11395/IntelR-XeonR-CPU-E3-1270-v3---350GHz
CPU,,AMD,Ryzen 7 4800U,181,76.6,720,https://cpu.userbenchmark.com/SpeedTest/1005639/AMD-Ryzen-7-4800U-with-Radeon-Graphics
CPU,BX80684I38100,Intel,Core i3-8100,182,76.6,90306,https://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942
CPU,BX80637I53570K,Intel,Core i5-3570K,183,76.4,164677,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316
CPU,BX80646I74790,Intel,Core i7-4790,184,76.4,210677,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293
CPU,BX80646I54690,Intel,Core i5-4690,185,76.4,61534,https://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311
CPU,YD190XA8AEWOF,AMD,Ryzen TR 1900X,186,76.3,4200,https://cpu.userbenchmark.com/SpeedTest/340638/AMD-Ryzen-Threadripper-1900X-8-Core-Processor
CPU,YD192XA8AEWOF,AMD,Ryzen TR 1920X,187,76.3,7301,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1920X/Rating/3934
CPU,FH8067703417418,Intel,Core i7-8706G,188,76.3,162,https://cpu.userbenchmark.com/SpeedTest/518066/IntelR-CoreTM-i7-8706G-CPU---310GHz
CPU,BX80662I76700,Intel,Core i7-6700,189,76.3,206163,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515
CPU,BX80677I57600T,Intel,Core i5-7600T,190,76.2,288,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR-CoreTM-i5-7600T-CPU---280GHz
CPU,BX80701G6600,Intel,Pentium Gold G6600,191,76.2,4,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR-PentiumR-Gold-G6600-CPU---420GHz
CPU,,Intel,Core i7 980,192,76.2,1901,https://cpu.userbenchmark.com/SpeedTest/3336/IntelR-CoreTM-i7-CPU---------980----333GHz
CPU,100-000000084,AMD,Ryzen 5 4500U,193,76.2,10269,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics
CPU,BX80646E31241V3,Intel,Xeon E3-1241 v3,194,76,2795,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz
CPU,BX80646I74770,Intel,Core i7-4770,195,75.9,136176,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978
CPU,CM8068403358913,Intel,Core i5-8400T,196,75.9,2473,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR-CoreTM-i5-8400T-CPU---170GHz
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,197,75.8,104227,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957
CPU,,Intel,Core i7-5850HQ,198,75.8,45,https://cpu.userbenchmark.com/SpeedTest/35099/IntelR-CoreTM-i7-5850HQ-CPU---270GHz
CPU,,Intel,Core i7 X 980,199,75.7,5927,https://cpu.userbenchmark.com/SpeedTest/1822/IntelR-CoreTM-i7-CPU-------X-980----333GHz
CPU,BX80646E31246V3,Intel,Xeon E3-1246 v3,200,75.6,2013,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz
CPU,BX80646I74771,Intel,Core i7-4771,201,75.6,8477,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,202,75.5,41654,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor
CPU,BX80677I57500,Intel,Core i5-7500,203,75.5,113570,https://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648
CPU,,Intel,Xeon E5-1650 0,204,75.5,6428,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz
CPU,,Intel,Core i5-2550K,205,75.3,2210,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz
CPU,,Intel,Xeon E5-2687W 0,206,75.2,649,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz
CPU,BX80623I72600K,Intel,Core i7-2600K,207,75.2,115269,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621
CPU,,Intel,Core i5-4670,208,75,37705,https://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz
CPU,BX80623I52500K,Intel,Core i5-2500K,209,74.9,138641,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,210,74.9,111935,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920
CPU,FH8068403419522,Intel,Core i5-8259U,211,74.9,1783,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR-CoreTM-i5-8259U-CPU---230GHz
CPU,BX80662I56600,Intel,Core i5-6600,212,74.9,67132,https://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514
CPU,BX80623I72700K,Intel,Core i7-2700K,213,74.9,18394,https://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985
CPU,,Intel,Core i5-4670S,214,74.6,1104,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz
CPU,,Intel,Xeon E3-1275 V2,215,74.6,285,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR-XeonR-CPU-E3-1275-V2---350GHz
CPU,,Intel,Xeon E3-1240 v3,216,74.6,1951,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz
CPU,,Intel,Core i5-9300H,217,74.5,69669,https://cpu.userbenchmark.com/SpeedTest/744904/IntelR-CoreTM-i5-9300H-CPU---240GHz
CPU,BX80646E31230V3,Intel,Xeon E3-1230 v3,218,74.5,6387,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz
CPU,,Intel,Xeon E3-1270 V2,219,74.5,2119,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz
CPU,BX80633I74820K,Intel,Core i7-4820K,220,74.5,16501,https://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675
CPU,BX80646E31231V3,Intel,Xeon E3-1231 v3,221,74.4,14171,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz
CPU,YD195XA8AEWOF,AMD,Ryzen TR 1950X,222,74.4,18730,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1950X/Rating/3932
CPU,,Intel,Core i7-4790S,223,74.3,10437,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz
CPU,BX80637I73770,Intel,Core i7-3770,224,74.2,222508,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979
CPU,,Intel,Core i7-1165G7,225,74.2,3713,https://cpu.userbenchmark.com/SpeedTest/1195374/11th-Gen-IntelR-CoreTM-i7-1165G7---280GHz
CPU,,Intel,Core i7-1185G7,226,74.1,354,https://cpu.userbenchmark.com/SpeedTest/1268967/11th-Gen-IntelR-CoreTM-i7-1185G7---300GHz
CPU,CL8068403373522,Intel,Core i5-8300H,227,74.1,120718,https://cpu.userbenchmark.com/SpeedTest/425634/IntelR-CoreTM-i5-8300H-CPU---230GHz
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,228,74.1,103673,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915
CPU,,Intel,Core i7-7820HK,229,74,13013,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz
CPU,,Intel,Core i7-4770S,230,74,9139,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz
CPU,,Intel,Core i5-6600T,231,73.8,754,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz
CPU,,Intel,Xeon E5-2690 v2,232,73.8,611,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR-XeonR-CPU-E5-2690-v2---300GHz
CPU,BX80677I77700T,Intel,Core i7-7700T,233,73.8,5247,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR-CoreTM-i7-7700T-CPU---290GHz
CPU,BX80646I54590,Intel,Core i5-4590,234,73.7,112663,https://cpu.userbenchmark.com/Intel-Core-i5-4590/Rating/2604
CPU,,Intel,Xeon E3-1245 v3,235,73.7,2126,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz
CPU,,Intel,Core i5-3570,236,73.7,71907,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz
CPU,,Intel,Core i7 970,237,73.4,3109,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR-CoreTM-i7-CPU---------970----320GHz
CPU,,Intel,Core i7-10710U,238,73.4,3697,https://cpu.userbenchmark.com/SpeedTest/900004/IntelR-CoreTM-i7-10710U-CPU---110GHz
CPU,,Intel,Xeon E3-1245 V2,239,73.3,1520,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz
CPU,,Intel,Xeon E3-1220 v5,240,73.3,843,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR-XeonR-CPU-E3-1220-v5---300GHz
CPU,,Intel,Xeon E3-1226 v3,241,73.2,1504,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz
CPU,,Intel,Core i7-8705G,242,73.2,4720,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz
CPU,,Intel,Xeon E3-1240 V2,243,73.2,3042,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR-XeonR-CPU-E3-1240-V2---340GHz
CPU,,Intel,Xeon E3-1265L v3,244,73.2,112,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR-XeonR-CPU-E3-1265L-v3---250GHz
CPU,,Intel,Xeon X5660,245,73.1,5033,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR-XeonR-CPU-----------X5660----280GHz
CPU,,Intel,Core i5-1135G7,246,73.1,2633,https://cpu.userbenchmark.com/SpeedTest/1286124/11th-Gen-IntelR-CoreTM-i5-1135G7---240GHz
CPU,,Intel,Core i7-3820,247,73,33379,https://cpu.userbenchmark.com/SpeedTest/739/IntelR-CoreTM-i7-3820-CPU---360GHz
CPU,100-000000105,AMD,Ryzen 5 4600U,248,72.9,194,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics
CPU,,Intel,Xeon E5-1620 v2,249,72.8,6861,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR-XeonR-CPU-E5-1620-v2---370GHz
CPU,,Intel,Xeon E3-1230 V2,250,72.7,6105,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz
CPU,BX80646I54570,Intel,Core i5-4570,251,72.4,92829,https://cpu.userbenchmark.com/Intel-Core-i5-4570/Rating/2770
CPU,,Intel,Xeon E31270,252,72.3,2150,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR-XeonR-CPU-E31270---340GHz
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,253,72.3,51375,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-3550,254,72.3,18568,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz
CPU,,Intel,Xeon E3-1220 v3,255,72.3,3046,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR-XeonR-CPU-E3-1220-v3---310GHz
CPU,BX80677I37320,Intel,Core i3-7320,256,72.2,349,https://cpu.userbenchmark.com/Intel-Core-i3-7320/Rating/3888
CPU,CM8068403377415,Intel,Core i3-8100T,257,72.2,1109,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR-CoreTM-i3-8100T-CPU---310GHz
CPU,,Intel,Xeon W3570,258,72.2,354,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR-XeonR-CPU-----------W3570----320GHz
CPU,CM8066201920202,Intel,Core i7-6700T,259,72,6891,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz
CPU,100-000000085,AMD,Ryzen 3 4300U,260,71.9,1233,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD-Ryzen-3-4300U-with-Radeon-Graphics
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,261,71.9,316946,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919
CPU,,Intel,Xeon X5650,262,71.9,11641,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz
CPU,,Intel,Core i5-8305G,263,71.9,300,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR-CoreTM-i5-8305G-CPU---280GHz
CPU,,Intel,Xeon E3-1225 v3,264,71.8,3653,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR-XeonR-CPU-E3-1225-v3---320GHz
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,265,71.7,1305,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor
CPU,,Intel,Core i5-4590S,266,71.7,7787,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR-CoreTM-i5-4590S-CPU---300GHz
CPU,,Intel,Core i7 975,267,71.6,2302,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz
CPU,,Intel,Core i7-3770S,268,71.6,7252,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR-CoreTM-i7-3770S-CPU---310GHz
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,269,71.6,162004,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917
CPU,,Intel,Xeon E5-1620 0,270,71.5,12764,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz
CPU,BX80623I72600,Intel,Core i7-2600,271,71.5,143561,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620
CPU,,Intel,Xeon E3-1225 V2,272,71.5,2030,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR-XeonR-CPU-E3-1225-V2---320GHz
CPU,,Intel,Core i7-4790T,273,71.5,737,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR-CoreTM-i7-4790T-CPU---270GHz
CPU,BX80701G6400,Intel,Pentium Gold G6400,274,71.4,544,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz
CPU,,Intel,Core i5-2500,275,71.4,68117,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz
CPU,BX80662I56500,Intel,Core i5-6500,276,71.4,189739,https://cpu.userbenchmark.com/Intel-Core-i5-6500/Rating/3513
CPU,,Intel,Core i7-4940MX,277,71.3,1638,https://cpu.userbenchmark.com/SpeedTest/9756/IntelR-CoreTM-i7-4940MX-CPU---310GHz
CPU,,Intel,Xeon E3-1240,278,71.3,1692,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz
CPU,BX80677I57400,Intel,Core i5-7400,279,71.3,189788,https://cpu.userbenchmark.com/Intel-Core-i5-7400/Rating/3886
CPU,,Intel,Core i5-8279U,280,71.3,172,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR-CoreTM-i5-8279U-CPU---240GHz
CPU,,Intel,Xeon E3-1220 V2,281,71.2,2423,https://cpu.userbenchmark.com/SpeedTest/3482/IntelR-XeonR-CPU-E3-1220-V2---310GHz
CPU,,Intel,Core i5-2450P,282,71.1,180,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR-CoreTM-i5-2450P-CPU---320GHz
CPU,BX80677I37350K,Intel,Core i3-7350K,283,71,3063,https://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889
CPU,,Intel,Core i7-3940XM,284,70.9,1422,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR-CoreTM-i7-3940XM-CPU---300GHz
CPU,BX80637I53470,Intel,Core i5-3470,285,70.9,165100,https://cpu.userbenchmark.com/Intel-Core-i5-3470/Rating/2771
CPU,YD3200C5FHBOX,AMD,Ryzen 3 3200G,286,70.8,60522,https://cpu.userbenchmark.com/SpeedTest/824486/AMD-Ryzen-3-3200G-with-Radeon-Vega-Graphics
CPU,,Intel,Core i7 965,287,70.8,1389,https://cpu.userbenchmark.com/SpeedTest/4036/IntelR-CoreTM-i7-CPU---------965----320GHz
CPU,,Intel,Core i7-7920HQ,288,70.7,976,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz
CPU,BX80701G6500,Intel,Pentium Gold G6500,289,70.7,10,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz
CPU,,Intel,Core i7-1160G7,290,70.7,11,https://cpu.userbenchmark.com/SpeedTest/1300243/11th-Gen-IntelR-CoreTM-i7-1160G7---120GHz
CPU,BX80646I54460,Intel,Core i5-4460,291,70.6,196635,https://cpu.userbenchmark.com/Intel-Core-i5-4460/Rating/2310
CPU,,Intel,Core i5-3450,292,70.5,24241,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz
CPU,,Intel,Xeon X5667,293,70.5,280,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz
CPU,,Intel,Core i5-4570S,294,70.4,6817,https://cpu.userbenchmark.com/SpeedTest/5965/IntelR-CoreTM-i5-4570S-CPU---290GHz
CPU,BX80677I37300,Intel,Core i3-7300,295,70.3,1339,https://cpu.userbenchmark.com/Intel-Core-i3-7300/Rating/3893
CPU,,Intel,Core i7-6920HQ,296,70.3,2124,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz
CPU,,Intel,Core i7-4770T,297,70.3,476,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz
CPU,,Intel,Core i7 880,298,70.3,622,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz
CPU,,Intel,Xeon E5-2630 v3,299,70.3,986,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR-XeonR-CPU-E5-2630-v3---240GHz
CPU,,Intel,Core i7-4930MX,300,70.3,1122,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR-CoreTM-i7-4930MX-CPU---300GHz
CPU,,Intel,Xeon E31230,301,70.3,1300,https://cpu.userbenchmark.com/SpeedTest/6750/IntelR-XeonR-CPU-E31230---320GHz
CPU,,Intel,Core i7-6820HK,302,70.1,14103,https://cpu.userbenchmark.com/SpeedTest/36404/IntelR-CoreTM-i7-6820HK-CPU---270GHz
CPU,BX80646I54440,Intel,Core i5-4440,303,69.9,63570,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993
CPU,,Intel,Xeon E31220,304,69.8,2057,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR-XeonR-CPU-E31220---310GHz
CPU,,Intel,Core i7 K 875,305,69.8,1771,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz
CPU,,Intel,Xeon E31225,306,69.7,2578,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR-XeonR-CPU-E31225---310GHz
CPU,,Intel,Xeon E5-2643 0,307,69.6,723,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR-XeonR-CPU-E5-2643-0---330GHz
CPU,,Intel,Xeon E3-1505M v6,308,69.5,2536,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz
CPU,,Intel,Xeon X3470,309,69.5,5946,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR-XeonR-CPU-----------X3470----293GHz
CPU,BX80684G5600,Intel,Pentium Gold G5600,310,69.5,557,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz
CPU,,Intel,Core i5-3475S,311,69.5,1024,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz
CPU,BX80637I53450S,Intel,Core i5-3450S,312,69.5,1258,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz
CPU,,Intel,Core i7-4910MQ,313,69.4,2652,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR-CoreTM-i7-4910MQ-CPU---290GHz
CPU,BX80662I36320,Intel,Core i3-6320,314,69.4,1499,https://cpu.userbenchmark.com/Intel-Core-i3-6320/Rating/3535
CPU,,Intel,Core i7-5700HQ,315,69.4,10930,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz
CPU,BX80677I57500T,Intel,Core i5-7500T,316,69.4,3491,https://cpu.userbenchmark.com/SpeedTest/218898/IntelR-CoreTM-i5-7500T-CPU---270GHz
CPU,BX80623I52400,Intel,Core i5-2400,317,69.3,127730,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803
CPU,BX80662I56400,Intel,Core i5-6400,318,69.1,139735,https://cpu.userbenchmark.com/Intel-Core-i5-6400/Rating/3512
CPU,,Intel,Core i3-7101E,319,69.1,10,https://cpu.userbenchmark.com/SpeedTest/325269/IntelR-CoreTM-i3-7101E-CPU---390GHz
CPU,,Intel,Core i7-7820HQ,320,69.1,9536,https://cpu.userbenchmark.com/SpeedTest/185229/IntelR-CoreTM-i7-7820HQ-CPU---290GHz
CPU,,Intel,Core i5-3470S,321,69,10070,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz
CPU,,Intel,Xeon X5570,322,69,1146,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz
CPU,,Intel,Core i7-7700HQ,323,68.9,402791,https://cpu.userbenchmark.com/SpeedTest/211019/IntelR-CoreTM-i7-7700HQ-CPU---280GHz
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,324,68.7,50861,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921
CPU,,Intel,Core i5-4430,325,68.6,18807,https://cpu.userbenchmark.com/SpeedTest/1920/IntelR-CoreTM-i5-4430-CPU---300GHz
CPU,,Intel,Core i7-3920XM,326,68.5,596,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR-CoreTM-i7-3920XM-CPU---290GHz
CPU,BX80621E52670,Intel,Xeon E5-2670,327,68.5,3388,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz
CPU,BX80684G5500,Intel,Pentium Gold G5500,328,68.5,691,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz
CPU,,Intel,Core i5-3340,329,68.5,6334,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz
CPU,,Intel,Core i5-2320,330,68.5,29409,https://cpu.userbenchmark.com/SpeedTest/1735/IntelR-CoreTM-i5-2320-CPU---300GHz
CPU,,Intel,Core i5-3350P,331,68.4,17219,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz
CPU,,Intel,Core i5-10310U,332,68.3,983,https://cpu.userbenchmark.com/SpeedTest/1150155/IntelR-CoreTM-i5-10310U-CPU---170GHz
CPU,FD9590FHHKWOF,AMD,FX-9590,333,68.2,20153,https://cpu.userbenchmark.com/AMD-FX-9590/Rating/1812
CPU,BX80647I74900MQ,Intel,Core i7-4900MQ,334,68.2,4990,https://cpu.userbenchmark.com/Intel-Core-i7-4900MQ/Rating/1994
CPU,YD2200C5FBBOX,AMD,Ryzen 3 2200G,335,68.2,121484,https://cpu.userbenchmark.com/SpeedTest/441832/AMD-Ryzen-3-2200G-with-Radeon-Vega-Graphics
CPU,,Intel,Xeon X3460,336,68.1,679,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz
CPU,,Intel,Core i7 870,337,68.1,29220,https://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz
CPU,,Intel,Xeon L5639,338,68,72,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR-XeonR-CPU-----------L5639----213GHz
CPU,,Intel,Xeon W3565,339,67.9,5698,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR-XeonR-CPU-----------W3565----320GHz
CPU,,Intel,Core i5-3330,340,67.8,38107,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz
CPU,,Intel,Core i7-4960HQ,341,67.7,250,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR-CoreTM-i7-4960HQ-CPU---260GHz
CPU,,Intel,Core i5-4460S,342,67.7,7760,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR-CoreTM-i5-4460S-CPU---290GHz
CPU,,Intel,Core i7-2600S,343,67.6,2302,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR-CoreTM-i7-2600S-CPU---280GHz
CPU,,Intel,Core i7 960,344,67.5,13400,https://cpu.userbenchmark.com/SpeedTest/778/IntelR-CoreTM-i7-CPU---------960----320GHz
CPU,,Intel,Xeon X5560,345,67.5,443,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz
CPU,BX80646I34370,Intel,Core i3-4370,346,67.5,1440,https://cpu.userbenchmark.com/Intel-Core-i3-4370/Rating/2817
CPU,BX80662I36300,Intel,Core i3-6300,347,67.5,3312,https://cpu.userbenchmark.com/Intel-Core-i3-6300/Rating/3536
CPU,,Intel,Core i5-7300HQ,348,67.5,128303,https://cpu.userbenchmark.com/SpeedTest/223877/IntelR-CoreTM-i5-7300HQ-CPU---250GHz
CPU,,Intel,Core i7-6820HQ,349,67.4,22181,https://cpu.userbenchmark.com/SpeedTest/43500/IntelR-CoreTM-i7-6820HQ-CPU---270GHz
CPU,,Intel,Core i7-3840QM,350,67.4,3332,https://cpu.userbenchmark.com/SpeedTest/2451/IntelR-CoreTM-i7-3840QM-CPU---280GHz
CPU,BX80601950,Intel,Core i7-950,351,67.4,28782,https://cpu.userbenchmark.com/Intel-Core-i7-950/Rating/617
